SYS_LOC_CODE,SAMPLE_DATE,SAMPLE_TYPE_CODE,STREAM_CODE,ANALYTIC_METHOD,FRACTION,REPORT_RESULT_VALUE,DETECT_FLAG,CHEMICAL_NAME,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,RESULT_NUMERIC,RESULT_UNIT,DETECTION_LIMIT_UNIT,LOC_COUNTY_CODE,SAMPLE_METHOD,LOC_MAJOR_BASIN,LOC_DESC,VALUE_TYPE,LONGITUDE,LATITUDE,date,year,month,month_name,WID,HUC 8
S002-133,41807,Sample,09020305-646,D516,Total,121,Y,Sulfate,0.133,3,121,mg/L,mg/L,Red Lake,G,9020305,"LOST R AT CR-119, 2 MI N OF BROOKS",Actual,-96.01,47.843194,41807,2014,6,June,09020305-646,09020305
S002-133,41813,Sample,09020305-646,D516,Total,118,Y,Sulfate,0.133,3,118,mg/L,mg/L,Red Lake,G,9020305,"LOST R AT CR-119, 2 MI N OF BROOKS",Actual,-96.01,47.843194,41813,2014,6,June,09020305-646,09020305
S002-133,41827,Sample,09020305-646,D516,Total,18.6,Y,Sulfate,0.133,3,18.6,mg/L,mg/L,Red Lake,G,9020305,"LOST R AT CR-119, 2 MI N OF BROOKS",Actual,-96.01,47.843194,41827,2014,7,July,09020305-646,09020305
S002-133,41842,Sample,09020305-646,D516,Total,75.1,Y,Sulfate,0.133,3,75.1,mg/L,mg/L,Red Lake,G,9020305,"LOST R AT CR-119, 2 MI N OF BROOKS",Actual,-96.01,47.843194,41842,2014,7,July,09020305-646,09020305
S002-133,41856,Sample,09020305-646,D516,Total,70.4,Y,Sulfate,0.133,3,70.4,mg/L,mg/L,Red Lake,G,9020305,"LOST R AT CR-119, 2 MI N OF BROOKS",Actual,-96.01,47.843194,41856,2014,8,August,09020305-646,09020305
S002-133,41871,Sample,09020305-646,D516,Total,54.7,Y,Sulfate,0.133,3,54.7,mg/L,mg/L,Red Lake,G,9020305,"LOST R AT CR-119, 2 MI N OF BROOKS",Actual,-96.01,47.843194,41871,2014,8,August,09020305-646,09020305
S002-133,41897,Sample,09020305-646,D516,Total,34.5,Y,Sulfate,0.133,3,34.5,mg/L,mg/L,Red Lake,G,9020305,"LOST R AT CR-119, 2 MI N OF BROOKS",Actual,-96.01,47.843194,41897,2014,9,September,09020305-646,09020305
S002-133,41911,Sample,09020305-646,D516,Total,129,Y,Sulfate,0.133,3,129,mg/L,mg/L,Red Lake,G,9020305,"LOST R AT CR-119, 2 MI N OF BROOKS",Actual,-96.01,47.843194,41911,2014,9,September,09020305-646,09020305
S002-916,41774,Sample,09020305-647,D516,Total,99.3,Y,Sulfate,0.133,3,99.3,mg/L,mg/L,Red Lake,G,9020305,"CLEARWATER R AT CR127, 8 MI E OF PLUMMER",Actual,-95.8817,47.9414,41774,2014,5,May,09020305-647,09020305
S002-916,41786,Sample,09020305-647,D516,Total,57.7,Y,Sulfate,0.133,3,57.7,mg/L,mg/L,Red Lake,G,9020305,"CLEARWATER R AT CR127, 8 MI E OF PLUMMER",Actual,-95.8817,47.9414,41786,2014,5,May,09020305-647,09020305
S002-916,41807,Sample,09020305-647,D516,Total,87.4,Y,Sulfate,0.133,3,87.4,mg/L,mg/L,Red Lake,G,9020305,"CLEARWATER R AT CR127, 8 MI E OF PLUMMER",Actual,-95.8817,47.9414,41807,2014,6,June,09020305-647,09020305
S002-916,41813,Sample,09020305-647,D516,Total,56.1,Y,Sulfate,0.133,3,56.1,mg/L,mg/L,Red Lake,G,9020305,"CLEARWATER R AT CR127, 8 MI E OF PLUMMER",Actual,-95.8817,47.9414,41813,2014,6,June,09020305-647,09020305
S002-916,41827,Sample,09020305-647,D516,Total,39.8,Y,Sulfate,0.133,3,39.8,mg/L,mg/L,Red Lake,G,9020305,"CLEARWATER R AT CR127, 8 MI E OF PLUMMER",Actual,-95.8817,47.9414,41827,2014,7,July,09020305-647,09020305
S002-916,41842,Sample,09020305-647,D516,Total,33,Y,Sulfate,0.133,3,33,mg/L,mg/L,Red Lake,G,9020305,"CLEARWATER R AT CR127, 8 MI E OF PLUMMER",Actual,-95.8817,47.9414,41842,2014,7,July,09020305-647,09020305
S002-916,41856,Sample,09020305-647,D516,Total,27.9,Y,Sulfate,0.133,3,27.9,mg/L,mg/L,Red Lake,G,9020305,"CLEARWATER R AT CR127, 8 MI E OF PLUMMER",Actual,-95.8817,47.9414,41856,2014,8,August,09020305-647,09020305
S002-916,41871,Sample,09020305-647,D516,Total,82,Y,Sulfate,0.133,3,82,mg/L,mg/L,Red Lake,G,9020305,"CLEARWATER R AT CR127, 8 MI E OF PLUMMER",Actual,-95.8817,47.9414,41871,2014,8,August,09020305-647,09020305
S002-916,41897,Sample,09020305-647,D516,Total,75,Y,Sulfate,0.133,3,75,mg/L,mg/L,Red Lake,G,9020305,"CLEARWATER R AT CR127, 8 MI E OF PLUMMER",Actual,-95.8817,47.9414,41897,2014,9,September,09020305-647,09020305
S002-916,41911,Sample,09020305-647,D516,Total,37.4,Y,Sulfate,0.133,3,37.4,mg/L,mg/L,Red Lake,G,9020305,"CLEARWATER R AT CR127, 8 MI E OF PLUMMER",Actual,-95.8817,47.9414,41911,2014,9,September,09020305-647,09020305
S002-752,41760,Sample,09020305-650,D516,Total,9.34,Y,Sulfate,0.133,3,9.34,mg/L,mg/L,Clearwater,G,9020305,CLEARWATER R AT CSAH11 9MI NE OF CLEARBROOK,Actual,-95.351396,47.774676,41760,2014,5,May,09020305-650,09020305
S002-752,41780,Sample,09020305-650,D516,Total,3.95,Y,Sulfate,0.133,3,3.95,mg/L,mg/L,Clearwater,G,9020305,CLEARWATER R AT CSAH11 9MI NE OF CLEARBROOK,Actual,-95.351396,47.774676,41780,2014,5,May,09020305-650,09020305
S002-752,41793,Sample,09020305-650,D516,Total,7.78,Y,Sulfate,0.133,3,7.78,mg/L,mg/L,Clearwater,G,9020305,CLEARWATER R AT CSAH11 9MI NE OF CLEARBROOK,Actual,-95.351396,47.774676,41793,2014,6,June,09020305-650,09020305
S002-752,41816,Sample,09020305-650,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Clearwater,G,9020305,CLEARWATER R AT CSAH11 9MI NE OF CLEARBROOK,Actual,-95.351396,47.774676,41816,2014,6,June,09020305-650,09020305
S002-752,41828,Sample,09020305-650,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Clearwater,G,9020305,CLEARWATER R AT CSAH11 9MI NE OF CLEARBROOK,Actual,-95.351396,47.774676,41828,2014,7,July,09020305-650,09020305
S002-752,41843,Sample,09020305-650,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Clearwater,G,9020305,CLEARWATER R AT CSAH11 9MI NE OF CLEARBROOK,Actual,-95.351396,47.774676,41843,2014,7,July,09020305-650,09020305
S002-752,41855,Sample,09020305-650,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Clearwater,G,9020305,CLEARWATER R AT CSAH11 9MI NE OF CLEARBROOK,Actual,-95.351396,47.774676,41855,2014,8,August,09020305-650,09020305
S002-752,41877,Sample,09020305-650,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Clearwater,G,9020305,CLEARWATER R AT CSAH11 9MI NE OF CLEARBROOK,Actual,-95.351396,47.774676,41877,2014,8,August,09020305-650,09020305
S002-752,41891,Sample,09020305-650,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Clearwater,G,9020305,CLEARWATER R AT CSAH11 9MI NE OF CLEARBROOK,Actual,-95.351396,47.774676,41891,2014,9,September,09020305-650,09020305
S002-752,41904,Sample,09020305-650,D516,Total,4.21,Y,Sulfate,0.133,3,4.21,mg/L,mg/L,Clearwater,G,9020305,CLEARWATER R AT CSAH11 9MI NE OF CLEARBROOK,Actual,-95.351396,47.774676,41904,2014,9,September,09020305-650,09020305
S002-929,41760,Sample,09020305-653,D516,Total,4.03,Y,Sulfate,0.133,3,4.03,mg/L,mg/L,Beltrami,G,9020305,CLEARWATER R AT CSAH22 1 MI W OF PINEWOOD,Actual,-95.1527,47.5972,41760,2014,5,May,09020305-653,09020305
S002-929,41780,Sample,09020305-653,D516,Total,10.2,Y,Sulfate,0.133,3,10.2,mg/L,mg/L,Beltrami,G,9020305,CLEARWATER R AT CSAH22 1 MI W OF PINEWOOD,Actual,-95.1527,47.5972,41780,2014,5,May,09020305-653,09020305
S002-929,41793,Sample,09020305-653,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Beltrami,G,9020305,CLEARWATER R AT CSAH22 1 MI W OF PINEWOOD,Actual,-95.1527,47.5972,41793,2014,6,June,09020305-653,09020305
S002-929,41816,Sample,09020305-653,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Beltrami,G,9020305,CLEARWATER R AT CSAH22 1 MI W OF PINEWOOD,Actual,-95.1527,47.5972,41816,2014,6,June,09020305-653,09020305
S002-929,41828,Sample,09020305-653,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Beltrami,G,9020305,CLEARWATER R AT CSAH22 1 MI W OF PINEWOOD,Actual,-95.1527,47.5972,41828,2014,7,July,09020305-653,09020305
S002-929,41843,Sample,09020305-653,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Beltrami,G,9020305,CLEARWATER R AT CSAH22 1 MI W OF PINEWOOD,Actual,-95.1527,47.5972,41843,2014,7,July,09020305-653,09020305
S002-929,41855,Sample,09020305-653,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Beltrami,G,9020305,CLEARWATER R AT CSAH22 1 MI W OF PINEWOOD,Actual,-95.1527,47.5972,41855,2014,8,August,09020305-653,09020305
S002-929,41877,Sample,09020305-653,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Beltrami,G,9020305,CLEARWATER R AT CSAH22 1 MI W OF PINEWOOD,Actual,-95.1527,47.5972,41877,2014,8,August,09020305-653,09020305
S002-929,41891,Sample,09020305-653,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Beltrami,G,9020305,CLEARWATER R AT CSAH22 1 MI W OF PINEWOOD,Actual,-95.1527,47.5972,41891,2014,9,September,09020305-653,09020305
S002-929,41904,Sample,09020305-653,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Beltrami,G,9020305,CLEARWATER R AT CSAH22 1 MI W OF PINEWOOD,Actual,-95.1527,47.5972,41904,2014,9,September,09020305-653,09020305
S007-847,41764,Sample,09020305-656,D516,Total,71.8,Y,Sulfate,0.133,3,71.8,mg/L,mg/L,Polk,G,9020305,"HILL R AT 335TH AVE SE, 7 MI NE OF MCINTOSH, MN.",Actual,-95.7614,47.67936,41764,2014,5,May,09020305-656,09020305
S007-847,41786,Sample,09020305-656,D516,Total,40.2,Y,Sulfate,0.133,3,40.2,mg/L,mg/L,Polk,G,9020305,"HILL R AT 335TH AVE SE, 7 MI NE OF MCINTOSH, MN.",Actual,-95.7614,47.67936,41786,2014,5,May,09020305-656,09020305
S007-847,41813,Sample,09020305-656,D516,Total,28.7,Y,Sulfate,0.133,3,28.7,mg/L,mg/L,Polk,G,9020305,"HILL R AT 335TH AVE SE, 7 MI NE OF MCINTOSH, MN.",Actual,-95.7614,47.67936,41813,2014,6,June,09020305-656,09020305
S007-847,41827,Sample,09020305-656,D516,Total,8.37,Y,Sulfate,0.133,3,8.37,mg/L,mg/L,Polk,G,9020305,"HILL R AT 335TH AVE SE, 7 MI NE OF MCINTOSH, MN.",Actual,-95.7614,47.67936,41827,2014,7,July,09020305-656,09020305
S007-847,41842,Sample,09020305-656,D516,Total,7.9,Y,Sulfate,0.133,3,7.9,mg/L,mg/L,Polk,G,9020305,"HILL R AT 335TH AVE SE, 7 MI NE OF MCINTOSH, MN.",Actual,-95.7614,47.67936,41842,2014,7,July,09020305-656,09020305
S007-847,41856,Sample,09020305-656,D516,Total,3,N,Sulfate,0.133,3,NA,mg/L,mg/L,Polk,G,9020305,"HILL R AT 335TH AVE SE, 7 MI NE OF MCINTOSH, MN.",Actual,-95.7614,47.67936,41856,2014,8,August,09020305-656,09020305
S007-847,41871,Sample,09020305-656,D516,Total,29.9,Y,Sulfate,0.133,3,29.9,mg/L,mg/L,Polk,G,9020305,"HILL R AT 335TH AVE SE, 7 MI NE OF MCINTOSH, MN.",Actual,-95.7614,47.67936,41871,2014,8,August,09020305-656,09020305
S007-847,41890,Sample,09020305-656,D516,Total,28.5,Y,Sulfate,0.133,3,28.5,mg/L,mg/L,Polk,G,9020305,"HILL R AT 335TH AVE SE, 7 MI NE OF MCINTOSH, MN.",Actual,-95.7614,47.67936,41890,2014,9,September,09020305-656,09020305
S007-847,41904,Sample,09020305-656,D516,Total,28,Y,Sulfate,0.133,3,28,mg/L,mg/L,Polk,G,9020305,"HILL R AT 335TH AVE SE, 7 MI NE OF MCINTOSH, MN.",Actual,-95.7614,47.67936,41904,2014,9,September,09020305-656,09020305
S007-847,42157,Sample,09020305-656,D516,Total,32.4,Y,Sulfate,0.251,3,32.4,mg/L,mg/L,Polk,G,9020305,"HILL R AT 335TH AVE SE, 7 MI NE OF MCINTOSH, MN.",Actual,-95.7614,47.67936,42157,2015,6,June,09020305-656,09020305
S005-571,41037,Sample,09020306-519,D516,Total,1243,Y,Sulfate,0.032,3,1243,mg/L,mg/L,Polk,G,9020306,"JD #1 AT CSAH-22, 14 MI NE OF EAST GRAND FORKS",Actual,-97.10706,48.15159,41037,2012,5,May,09020306-519,09020306
S005-571,41051,Sample,09020306-519,D516,Total,2574,Y,Sulfate,0.032,3,2574,mg/L,mg/L,Polk,G,9020306,"JD #1 AT CSAH-22, 14 MI NE OF EAST GRAND FORKS",Actual,-97.10706,48.15159,41051,2012,5,May,09020306-519,09020306
S005-571,41065,Sample,09020306-519,D516,Total,59.8,Y,Sulfate,0.177,3,59.8,mg/L,mg/L,Polk,G,9020306,"JD #1 AT CSAH-22, 14 MI NE OF EAST GRAND FORKS",Actual,-97.10706,48.15159,41065,2012,6,June,09020306-519,09020306
S005-571,41078,Sample,09020306-519,D516,Total,477,Y,Sulfate,0.032,3,477,mg/L,mg/L,Polk,G,9020306,"JD #1 AT CSAH-22, 14 MI NE OF EAST GRAND FORKS",Actual,-97.10706,48.15159,41078,2012,6,June,09020306-519,09020306
S005-571,41099,Sample,09020306-519,D516,Total,271,Y,Sulfate,0.032,3,271,mg/L,mg/L,Polk,G,9020306,"JD #1 AT CSAH-22, 14 MI NE OF EAST GRAND FORKS",Actual,-97.10706,48.15159,41099,2012,7,July,09020306-519,09020306
S005-571,41121,Sample,09020306-519,D516,Total,313,Y,Sulfate,0.032,3,313,mg/L,mg/L,Polk,G,9020306,"JD #1 AT CSAH-22, 14 MI NE OF EAST GRAND FORKS",Actual,-97.10706,48.15159,41121,2012,7,July,09020306-519,09020306
S005-571,41128,Sample,09020306-519,D516,Total,306,Y,Sulfate,0.032,3,306,mg/L,mg/L,Polk,G,9020306,"JD #1 AT CSAH-22, 14 MI NE OF EAST GRAND FORKS",Actual,-97.10706,48.15159,41128,2012,8,August,09020306-519,09020306
S005-571,41149,Sample,09020306-519,D516,Total,440,Y,Sulfate,0.032,3,440,mg/L,mg/L,Polk,G,9020306,"JD #1 AT CSAH-22, 14 MI NE OF EAST GRAND FORKS",Actual,-97.10706,48.15159,41149,2012,8,August,09020306-519,09020306
S005-571,41156,Sample,09020306-519,D516,Total,516,Y,Sulfate,0.032,3,516,mg/L,mg/L,Polk,G,9020306,"JD #1 AT CSAH-22, 14 MI NE OF EAST GRAND FORKS",Actual,-97.10706,48.15159,41156,2012,9,September,09020306-519,09020306
S005-571,41163,Sample,09020306-519,D516,Total,475,Y,Sulfate,0.032,3,475,mg/L,mg/L,Polk,G,9020306,"JD #1 AT CSAH-22, 14 MI NE OF EAST GRAND FORKS",Actual,-97.10706,48.15159,41163,2012,9,September,09020306-519,09020306
S005-570,41037,Sample,09020306-520,D516,Total,369,Y,Sulfate,0.032,3,369,mg/L,mg/L,Polk,G,9020306,"JD #75 AT CSAH-22, 11 MI N OF EAST GRAND FORKS",Actual,-97.06332,48.10772,41037,2012,5,May,09020306-520,09020306
S005-570,41051,Sample,09020306-520,D516,Total,394,Y,Sulfate,0.032,3,394,mg/L,mg/L,Polk,G,9020306,"JD #75 AT CSAH-22, 11 MI N OF EAST GRAND FORKS",Actual,-97.06332,48.10772,41051,2012,5,May,09020306-520,09020306
S005-570,41065,Sample,09020306-520,D516,Total,72.7,Y,Sulfate,0.032,3,72.7,mg/L,mg/L,Polk,G,9020306,"JD #75 AT CSAH-22, 11 MI N OF EAST GRAND FORKS",Actual,-97.06332,48.10772,41065,2012,6,June,09020306-520,09020306
S005-570,41078,Sample,09020306-520,D516,Total,300,Y,Sulfate,0.032,3,300,mg/L,mg/L,Polk,G,9020306,"JD #75 AT CSAH-22, 11 MI N OF EAST GRAND FORKS",Actual,-97.06332,48.10772,41078,2012,6,June,09020306-520,09020306
S005-570,41099,Sample,09020306-520,D516,Total,339,Y,Sulfate,0.032,3,339,mg/L,mg/L,Polk,G,9020306,"JD #75 AT CSAH-22, 11 MI N OF EAST GRAND FORKS",Actual,-97.06332,48.10772,41099,2012,7,July,09020306-520,09020306
S005-570,41121,Sample,09020306-520,D516,Total,317,Y,Sulfate,0.032,3,317,mg/L,mg/L,Polk,G,9020306,"JD #75 AT CSAH-22, 11 MI N OF EAST GRAND FORKS",Actual,-97.06332,48.10772,41121,2012,7,July,09020306-520,09020306
S005-570,41128,Sample,09020306-520,D516,Total,354,Y,Sulfate,0.032,3,354,mg/L,mg/L,Polk,G,9020306,"JD #75 AT CSAH-22, 11 MI N OF EAST GRAND FORKS",Actual,-97.06332,48.10772,41128,2012,8,August,09020306-520,09020306
S005-570,41487,Sample,09020306-520,D516,Total,92.8,Y,Sulfate,0.177,3,92.8,mg/L,mg/L,Polk,G,9020306,"JD #75 AT CSAH-22, 11 MI N OF EAST GRAND FORKS",Actual,-97.06332,48.10772,41487,2013,8,August,09020306-520,09020306
S005-570,41522,Sample,09020306-520,D516,Total,120,Y,Sulfate,0.177,3,120,mg/L,mg/L,Polk,G,9020306,"JD #75 AT CSAH-22, 11 MI N OF EAST GRAND FORKS",Actual,-97.06332,48.10772,41522,2013,9,September,09020306-520,09020306
S005-570,41529,Sample,09020306-520,D516,Total,121,Y,Sulfate,0.177,3,121,mg/L,mg/L,Polk,G,9020306,"JD #75 AT CSAH-22, 11 MI N OF EAST GRAND FORKS",Actual,-97.06332,48.10772,41529,2013,9,September,09020306-520,09020306
S002-126,41037,Sample,09020306-522,D516,Total,314,Y,Sulfate,0.032,3,314,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41037,2012,5,May,09020306-522,09020306
S002-126,41051,Sample,09020306-522,D516,Total,403,Y,Sulfate,0.032,3,403,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41051,2012,5,May,09020306-522,09020306
S002-126,41065,Sample,09020306-522,D516,Total,422,Y,Sulfate,0.177,3,422,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41065,2012,6,June,09020306-522,09020306
S002-126,41078,Sample,09020306-522,D516,Total,593,Y,Sulfate,0.032,3,593,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41078,2012,6,June,09020306-522,09020306
S002-126,41099,Sample,09020306-522,D516,Total,396,Y,Sulfate,0.032,3,396,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41099,2012,7,July,09020306-522,09020306
S002-126,41149,Sample,09020306-522,D516,Total,255,Y,Sulfate,0.032,3,255,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41149,2012,8,August,09020306-522,09020306
S002-126,41156,Sample,09020306-522,D516,Total,220,Y,Sulfate,0.032,3,220,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41156,2012,9,September,09020306-522,09020306
S002-126,41163,Sample,09020306-522,D516,Total,294,Y,Sulfate,0.032,3,294,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41163,2012,9,September,09020306-522,09020306
S002-126,41372,Sample,09020306-522,300.1,Total,31.2,Y,Sulfate,NA,1,31.2,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41372,2013,4,April,09020306-522,09020306
S002-126,41463,Sample,09020306-522,300.1,Total,271,Y,Sulfate,NA,1,271,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41463,2013,7,July,09020306-522,09020306
S002-126,41466,Sample,09020306-522,D516,Total,306,Y,Sulfate,0.177,3,306,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41466,2013,7,July,09020306-522,09020306
S002-126,41487,Sample,09020306-522,D516,Total,446,Y,Sulfate,0.177,3,446,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41487,2013,8,August,09020306-522,09020306
S002-126,41561,Sample,09020306-522,300.1,Total,552,Y,Sulfate,NA,2,552,mg/L,mg/L,Polk,G,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,41561,2013,10,October,09020306-522,09020306
S002-126,42485,Sample,09020306-522,300.1,Total,390,Y,Sulfate,0.15,0.5,390,mg/L,mg/L,Polk,Unknown,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,42485,2016,4,April,09020306-522,09020306
S002-126,42557,Sample,09020306-522,300.1,Total,375,Y,Sulfate,0.15,0.5,375,mg/L,mg/L,Polk,Unknown,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,42557,2016,7,July,09020306-522,09020306
S002-126,42668,Sample,09020306-522,300.1,Total,408,Y,Sulfate,0.31,1,408,mg/L,mg/L,Polk,Unknown,9020306,"GRAND MARAIS CK AT CR-64, 9 MI N OF EAST GRAND FORKS",Actual,-97.0624,48.05,42668,2016,10,October,09020306-522,09020306
S008-414,42135,Sample,09020306-523,300.1,Total,110,Y,Sulfate,0.2,0.5,110,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 100th Ave NW, 7 MI SW of Vega, MN",Actual,-97.144266,48.162394,42135,2015,5,May,09020306-523,09020306
S008-415,42136,Sample,09020306-523,300.1,Total,124,Y,Sulfate,0.2,0.5,124,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 10th Ave SW, 5 MI N of East Grand Forks, MN",Actual,-97.064498,48.002054,42136,2015,5,May,09020306-523,09020306
S008-414,42164,Sample,09020306-523,300.1,Total,255,Y,Sulfate,0.2,0.5,255,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 100th Ave NW, 7 MI SW of Vega, MN",Actual,-97.144266,48.162394,42164,2015,6,June,09020306-523,09020306
S008-415,42164,Sample,09020306-523,300.1,Total,240,Y,Sulfate,0.2,0.5,240,mg/L,mg/L,Polk,G,9020306,"Red River near 10th Ave SW, 5 MI N of East Grand Forks, MN",Actual,-97.064498,48.002054,42164,2015,6,June,09020306-523,09020306
S008-414,42170,Sample,09020306-523,300.1,Total,286,Y,Sulfate,0.2,0.5,286,mg/L,mg/L,Polk,G,9020306,"Red River near 100th Ave NW, 7 MI SW of Vega, MN",Actual,-97.144266,48.162394,42170,2015,6,June,09020306-523,09020306
S008-415,42170,Sample,09020306-523,300.1,Total,279,Y,Sulfate,0.2,0.5,279,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 10th Ave SW, 5 MI N of East Grand Forks, MN",Actual,-97.064498,48.002054,42170,2015,6,June,09020306-523,09020306
S008-414,42205,Sample,09020306-523,300.1,Total,169,Y,Sulfate,0.2,0.5,169,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 100th Ave NW, 7 MI SW of Vega, MN",Actual,-97.144266,48.162394,42205,2015,7,July,09020306-523,09020306
S008-415,42206,Sample,09020306-523,300.1,Total,147,Y,Sulfate,0.2,0.5,147,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 10th Ave SW, 5 MI N of East Grand Forks, MN",Actual,-97.064498,48.002054,42206,2015,7,July,09020306-523,09020306
S008-414,42212,Sample,09020306-523,300.1,Total,65.6,Y,Sulfate,0.2,0.5,65.6,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 100th Ave NW, 7 MI SW of Vega, MN",Actual,-97.144266,48.162394,42212,2015,7,July,09020306-523,09020306
S008-415,42213,Sample,09020306-523,300.1,Total,176,Y,Sulfate,0.2,0.5,176,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 10th Ave SW, 5 MI N of East Grand Forks, MN",Actual,-97.064498,48.002054,42213,2015,7,July,09020306-523,09020306
S008-414,42219,Sample,09020306-523,300.1,Total,205,Y,Sulfate,0.2,0.5,205,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 100th Ave NW, 7 MI SW of Vega, MN",Actual,-97.144266,48.162394,42219,2015,8,August,09020306-523,09020306
S008-415,42220,Sample,09020306-523,300.1,Total,209,Y,Sulfate,0.2,0.5,209,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 10th Ave SW, 5 MI N of East Grand Forks, MN",Actual,-97.064498,48.002054,42220,2015,8,August,09020306-523,09020306
S008-414,42233,Sample,09020306-523,300.1,Total,185,Y,Sulfate,0.2,0.5,185,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 100th Ave NW, 7 MI SW of Vega, MN",Actual,-97.144266,48.162394,42233,2015,8,August,09020306-523,09020306
S008-415,42234,Sample,09020306-523,300.1,Total,162,Y,Sulfate,0.2,0.5,162,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 10th Ave SW, 5 MI N of East Grand Forks, MN",Actual,-97.064498,48.002054,42234,2015,8,August,09020306-523,09020306
S008-414,42276,Sample,09020306-523,300.1,Total,260,Y,Sulfate,0.2,0.5,260,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 100th Ave NW, 7 MI SW of Vega, MN",Actual,-97.144266,48.162394,42276,2015,9,September,09020306-523,09020306
S008-415,42276,Sample,09020306-523,300.1,Total,262,Y,Sulfate,0.2,0.5,262,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 10th Ave SW, 5 MI N of East Grand Forks, MN",Actual,-97.064498,48.002054,42276,2015,9,September,09020306-523,09020306
S008-414,42492,Sample,09020306-523,300.1,Total,194,Y,Sulfate,0.15,0.5,194,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 100th Ave NW, 7 MI SW of Vega, MN",Actual,-97.144266,48.162394,42492,2016,5,May,09020306-523,09020306
S008-415,42493,Sample,09020306-523,300.1,Total,175,Y,Sulfate,0.15,0.5,175,mg/L,mg/L,Polk,Unknown,9020306,"Red River near 10th Ave SW, 5 MI N of East Grand Forks, MN",Actual,-97.064498,48.002054,42493,2016,5,May,09020306-523,09020306
