Facility,SOURCEID,AIID,LATITUDE,LONGITUDE,PERMITTYPE,NAICS_CODE,INVENTORY,EMISSIONUN,CO,NOX,SO2,VOC,LEAD,PM10,PM25,NH3
United Taconite LLC - Thunderbird Mine,2713700011,3938,47.4751,-92.5366,R,212210,2017,TON,4.00368,6.327,0.137615,0.41329,,142.04952,25.9395038,0.11904
Univar Solutions - Saint Paul,2712300398,1431,44.9285,-93.1164,D,424690,2019,TON,0.09702,0.1155,0.000693,9.756353,5.775E-07,0.0006006,0.0004967,0.003696
Univar Solutions USA Inc,2713900024,1229,44.7943,-93.463,D,424610,2019,TON,0.1016,0.121,0.000726,0.006655,0.000000605,0.0006292,0.0005203,0.003872
Univar USA Inc - Saint Paul Facility,2712300761,133496,44.9653,-93.0866,R,424690,2019,TON,,,,0.538040421,,0,0,
Univar USA Inc - Saint Paul Facility,2712300761,133496,44.9653,-93.0866,R,424690,2018,TON,0,0,0,0.670259661,0,,,0
Univar USA Inc - Saint Paul Facility,2712300761,133496,44.9653,-93.0866,R,424690,2017,TON,,,,10.025081,,,,
University of Minnesota - Crookston,2711900016,1883,47.8004,-96.608,R,611310,2019,TON,3.9763457,20.86712436,23.13499355,0.099166237,0.000761,7.213997033,2.745192327,0.002035761
University of Minnesota - Crookston,2711900016,1883,47.8004,-96.608,R,611310,2018,TON,8.177994,19.61139,18.25009333,0.0959928,0.0007139,6.910402281,2.615607715,0.0023628
University of Minnesota - Crookston,2711900016,1883,47.8004,-96.608,R,611310,2017,TON,7.030076,16.74529,15.2106437,0.111633,0.0005947,2.74754561,0.98251973,0.0022021
University of Minnesota - Duluth,2713700039,70,46.8189,-92.0836,R,611310,2019,TON,14.3485609,16.805412,0.1897359,0.949833825,7.99215E-05,0.133613545,0.118958115,0.0853234
University of Minnesota - Duluth,2713700039,70,46.8189,-92.0836,R,611310,2018,TON,14.3305173,16.7053393,0.1283145,0.939328666,8.05195E-05,0.118224712,0.103715978,0.08348102
University of Minnesota - Duluth,2713700039,70,46.8189,-92.0836,R,611310,2017,TON,13.3032157,15.7071119,0.1221852,0.88428,0.000075016,0.11326049,0.09974055,0.0788512
University of MN - Landscape Arboretum,2705301158,37893,44.8621,-93.6163,C,611310,2019,TON,1.081461,5.03575,0.328906708,0.409797,,0.360903466,0.360842124,0.0241317
University of MN - Landscape Arboretum,2705301158,37893,44.8621,-93.6163,C,611310,2018,TON,0.795924,3.71132,0.241408307,0.301306,0,0.264818292,0.26481663,0.017756
University of MN - Landscape Arboretum,2705301158,37893,44.8621,-93.6163,C,611310,2017,TON,0.795924,3.71132,0.241408307,0.301306,,0.264804292,0.26481663,0.017756
University of MN - Morris,2714900003,1031,45.5892,-95.9016,D,611310,2019,TON,7.651806,9.263087,0.533277581,0.5034776,0.000053731,0.062742336,0.049520684,0.2955768
University of MN - Morris,2714900003,1031,45.5892,-95.9016,D,611310,2018,TON,9.166774,10.99718,0.065442565,0.602321,0.00005453,0.056716495,0.046903981,0.3493771
University of MN - Morris,2714900003,1031,45.5892,-95.9016,D,611310,2017,TON,4.543172,5.51077,0.151552565,0.2993569,0.000029049,0.031899495,0.025785981,0.1742211
University of MN - Twin Cities,2705301050,7004,44.9752,-93.2332,R,611310,2019,TON,86.625283,89.675813,8.9713531,11.8055925,0.002404921,11.86772643,10.42932928,6.10942106
University of MN - Twin Cities,2705301050,7004,44.9752,-93.2332,R,611310,2018,TON,84.1177573,93.686691,5.2758271,6.8861141,0.006164369,8.415172468,6.927721326,7.07279599
University of MN - Twin Cities,2705301050,7004,44.9752,-93.2332,R,611310,2017,TON,62.749041,91.917148,3.7628,4.8762147,0.007645296,3.396484595,2.047687392,1.215605803
University of St Thomas,2712300022,931,44.944,-93.1897,D,611310,2019,TON,2.49235,3.1684,0.4812,0.161354,0.00003225,0.04781,0.034513,0.10366
University of St Thomas,2712300022,931,44.944,-93.1897,D,611310,2018,TON,2.53693,3.1207,0.25146,0.165137,0.000023871,0.032006,0.023938,0.101008
University of St Thomas,2712300022,931,44.944,-93.1897,D,611310,2017,TON,2.3243,2.9112,0.34974,0.150852,0.00002636,0.03767,0.027541,0.094798
Upper Harbor River Terminal,2705300326,4220,45.02268189,-93.28170813,D,423520,2019,TON,,,,,,0.00003,0.000008824,
Upper Harbor River Terminal,2705300326,4220,45.02268189,-93.28170813,D,423520,2018,TON,0,0,0,0,0,0.011,0.003235,0
Upper Harbor River Terminal,2705300326,4220,45.0225,-93.2799,D,423520,2017,TON,,,,,,0.44,0.1294,
Upsher Smith Laboratories Inc,2705300118,483,45.0033,-93.4698,C,325412,2019,TON,0.700355,0.90151,0.022661,1.00987169,0.00000525,0.5442614,0.5180323,0.028282
Upsher Smith Laboratories Inc,2705300118,483,45.0033,-93.4698,C,325412,2018,TON,0.75922,1.1662,0.028061,1.38653,0.000004068,0.0296661,0.028934,0.00568
Upsher Smith Laboratories Inc,2705300118,483,45.0033,-93.4698,C,325412,2017,TON,0.7832,1.482,0.053028,2.06619,0.000003715,0.057154,0.0564863,0.007189
US Bank,2712300600,2225,44.96913212,-93.14928138,C,522110,2019,TON,0.3509,1.63,0.1072,0.1331,,0.1176,0.117547,0.007827
US Bank,2712300600,2225,44.96913212,-93.14928138,C,522110,2018,TON,0.3285,1.526,0.1003,0.1246,0,0.110066,0.110066,0.007328
US Bank,2712300600,2225,44.96913212,-93.14928138,C,522110,2017,TON,0.402,1.868,0.1228,0.1524,,0.1347,0.134662,0.008967
US Bank Center,2712300488,4731,44.9472,-93.0919,C,522110,2019,TON,0.004956,0.0059,0.0000354,0.0003245,2.95E-08,0.00003068,0.00002537,0.00002891
US Bank Center,2712300488,4731,44.9472,-93.0919,C,522110,2018,TON,0.010328,0.026895,0.00133359,0.0020016,3.633E-08,0.00145306,0.001446522,0.00012985
US Bank Center,2712300488,4731,44.9472,-93.0919,C,522110,2017,TON,0.4885,0.5815,0.003489,0.03198,0.000002908,0.003024,0.0025007,0.002849
US Postal Service - Mpls P&D Center,2705300874,86,44.9834,-93.264,D,491110,2019,TON,1.128239,1.39277,0.00843768,0.0739923,0.000008734,0.0114414,0.008952,0.0439026
US Postal Service - Mpls P&D Center,2705300874,86,44.9834,-93.264,D,491110,2018,TON,1.286239,1.58077,0.00956568,0.0843323,0.000009674,0.0124194,0.009761,0.0499226
US Postal Service - Mpls P&D Center,2705300874,86,44.9834,-93.264,D,491110,2017,TON,1.07698,1.35011,0.00757082,0.071343,0.000006258,0.008266,0.0070732,0.0406996
US Postal Service - Mpls Vehicle Maint,2705300997,186,45.00018012,-93.24311806,D,491110,2018,TON,0.2612,0.311,0.001866,1.2001,0.000001555,0.0426169,0.035357,0.00995
US Postal Service Management Support Service Ctr,2703700360,7589,44.8558,-93.1264,R,491110,2019,TON,0.64925,1.85564,0.0980796,0.140824,1.9992E-06,0.10706494,0.10670514,0.0089493
US Postal Service Management Support Service Ctr,2703700360,7589,44.8558,-93.1264,R,491110,2018,TON,1.02407,3.65824,0.2178136,0.288502,1.8942E-06,0.23845744,0.23811654,0.0176009
US Postal Service Management Support Service Ctr,2703700360,7589,44.8558,-93.1264,R,491110,2017,TON,0.90204,3.09812,0.1811588,0.24284,1.8826E-06,0.19821614,0.19787734,0.0149133
US Steel Corp - Keetac,2713700063,142828,47.41388276,-93.06267192,R,212210,2019,TON,69.78,3306,675.3,47.94,0.1359,617.3170862,470.4097058,
US Steel Corp - Keetac,2713700063,142828,47.41388276,-93.06267192,R,212210,2018,TON,70.71,5005,636.5,48.58,0.1377,634.727598,475.978879,0
US Steel Corp - Keetac,2713700063,142828,47.41388276,-93.06267192,R,212210,2017,TON,61.45,5009,533,42.22,0.1197,533.3271565,411.2176959,
US Steel Corp - Minntac,2713700005,2476,47.57543182,-92.63334656,R,212210,2019,TON,471.1767,5694.59478,802.885448,69.6529825,0.50146667,2585.437594,1933.39066,16.4169295
US Steel Corp - Minntac,2713700005,2476,47.57543182,-92.63334656,R,212210,2018,TON,536.09534,6202.39391,1051.856337,115.4897675,0.55187835,2712.429129,2054.95766,20.0559542
US Steel Corp - Minntac,2713700005,2476,47.565,-92.6328,R,212210,2017,TON,524.622734,6480.84125,1206.716457,124.1721915,0.564476835,2788.117622,2083.788176,21.0350625
USG Interiors - Red Wing,2704900007,1018,44.5565,-92.4843,R,327993,2019,TON,132.0894,81.852316,524.632498,38.54762,0.000250667,59.386046,53.4167173,0.13828
USG Interiors - Red Wing,2704900007,1018,44.5565,-92.4843,R,327993,2018,TON,167.4589,101.04687,655.8049,48.12445,0.000250372,75.148863,67.648195,0.01888
USG Interiors - Red Wing,2704900007,1018,44.55611111,-92.48361111,R,327993,2017,TON,127.585,77.386254,529.966317,36.71712,0.0002479,57.137066,51.4753895,0.02206
USG Interiors LLC - Cloquet,2701700006,3659,46.7244,-92.4664,R,327993,2017,TON,162.307228,56.902548,0.414147,13.062644,0.00016577,62.96541607,47.74798607,2.209102
USG Interiors LLC - Cloquet MN,2701700006,3659,46.7244,-92.4664,R,327993,2019,TON,144.69585,56.24745,0.41726,25.739035,0.000152475,106.3286069,84.05977142,2.225872
USG Interiors LLC - Cloquet MN,2701700006,3659,46.7244,-92.4664,R,327993,2018,TON,166.189806,59.5783,0.409474,25.958886,0.000149723,109.6724445,86.0237045,2.184104
Valero Welcome Plant,2709100062,100301,43.6636,-94.588,R,325193,2019,TON,64.67368,88.84936,79.055297,87.69656,0.001091948,32.88673629,19.97843629,5.2021874
Valero Welcome Plant,2709100062,100301,43.6636,-94.588,R,325193,2018,TON,83.12854,83.22903,78.336686,90.64545,0.001082255,33.24565195,19.95047195,5.3426608
Valero Welcome Plant,2709100062,100301,43.6636,-94.588,R,325193,2017,TON,95.81564,90.73048,80.348545,66.88842,0.001110388,33.8589897,20.4346497,4.981183
Valley Craft Industries Inc,2715700023,3662,44.4274,-92.2468,R,337214,2019,TON,,0.554,0.0023738,0.016579,,0.0008,0.0008,
Valley Craft Industries Inc,2715700023,3662,44.4274,-92.2468,R,337214,2018,TON,0,0.47051,0.0020169,0.0604112,0,0.0008,0.0008,0
Valley Craft Industries Inc,2715700023,3662,44.4274,-92.2468,R,337214,2017,TON,,0.4283,0.001836,0.059567,,0.0008,0.0008,
Valley Paving Asphalt 2,2799000247,1081,0,0,HM,324121,2019,TON,4.75208,2.379,0.13564,1.61718,0.00002034,0.81364,0.231675,0.0101
Valley Paving Asphalt 2,2799000247,1081,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Valley Paving Inc,2713900092,2130,44.7821,-93.4037,NM,212312,2019,TON,0.7814,3.63,0.2386,0.2963,,0.934825,0.5278842,0.01743
Valley Paving Inc,2713900092,2130,44.7821,-93.4037,NM,212312,2018,TON,0,0,0,0,0,,,0
Valmont/Applied Coating Technology - 2,2703700155,573,44.86742388,-93.16789072,R,332812,2019,TON,2.8043,3.3385,0.020031,36.133623,,5.36671,4.4530856,0.10683
Valmont/Applied Coating Technology - 2,2703700155,573,44.86742388,-93.16789072,R,332812,2018,TON,1.32984,1.583,0.009498,31.957069,0,10.1584312,8.42860665,0.050652
Valmont/Applied Coating Technology - 2,2703700155,573,44.8673,-93.1683,R,332812,2017,TON,1.995,2.375,0.01425,33.770635,,6.92475,5.7472026,0.076
Valspar Corp - 1101 Minneapolis,2705301242,114672,44.97392736,-93.25332422,D,325510,2017,TON,1.0574,1.29532,0.010658,11.687534,0.000006235,0.564968,0.46937608,0.040132
Veit Companies,2705301186,118648,45.2049,-93.5764,D,562910,2019,TON,0.39901,0.62152,0.249175,1.540679,0.001192881,2.766774,0.6898872,0.0153315
Veit Companies,2705301186,118648,45.2049,-93.5764,D,562910,2018,TON,0.42483,0.63955,0.197695,1.841711,0.000899364,3.1482039,0.8050144,0.0165015
Veit Companies,2705301186,118648,45.2049,-93.5764,D,562910,2017,TON,0.39211,0.612,0.243829,1.640158,0.001161843,3.340734,0.8871208,0.0150815
Verizon Business,2701900060,39170,44.7922,-93.7122,C,517311,2019,TON,0.8723,4.053,0.2664,0.3308,,0.2923,0.292278,0.01946
Verizon Business,2701900060,39170,44.7922,-93.7122,C,517311,2018,TON,0.9555,4.439,0.2918,0.3624,0,0.320154,0.320154,0.02132
Verizon Business,2701900060,39170,44.7922,-93.7122,C,517311,2017,TON,0.6136,2.851,0.1874,0.2327,,0.2056,0.205579,0.01369
Verso Minnesota Wisconsin LLC - Duluth Paper Mill,2713700141,2015,46.7342,-92.1618,R,322121,2017,TON,0.1576,0.23714,0.005391,33.883835,,16.4947344,10.5876948,0.00578
Verta Inc,2717100058,750,45.0339,-93.7798,D,332812,2019,TON,0.40319,0.48002,0.0028801,13.3682,,1.7183961,1.42603417,0.0153611
Verta Inc,2717100058,750,45.0339,-93.7798,D,332812,2018,TON,0.320876,0.382,0.00229173,11.0441697,0,1.20246634,0.99776255,0.0122237
Verta Inc,2717100058,750,45.0339,-93.7798,D,332812,2017,TON,0.22026,0.26223,0.0015734,8.966424,,0.5874636,0.48742759,0.008391
Veterans Administration Health Care System,2705300075,4371,44.9022,-93.2047,D,622110,2019,TON,10.98773,13.6697,0.73385,0.745679,0.00008848,0.14185,0.1157801,0.42901
Veterans Administration Health Care System,2705300075,4371,44.9022,-93.2047,D,622110,2018,TON,10.17765,12.7014,0.71456,0.692496,0.00008314,0.1358821,0.1109751,0.39777
Veterans Administration Health Care System,2705300075,4371,44.9022,-93.2047,D,622110,2017,TON,11.40475,14.1937,0.72604,0.775746,0.00009039,0.14647,0.1202643,0.444373
Viking Drill & Tool Inc,2712300707,8073,44.9357307,-93.07668258,R,332216,2018,TON,0,0,0,13.84,0,3.515,3.133,0
Viking Drill & Tool Inc,2712300707,8073,44.9357307,-93.07668258,R,333515,2017,TON,,,,10.81,,4.023,3.586,
Viking Gas Transmission - Ada,2710700012,2349,47.23926382,-96.5218808,R,486210,2019,TON,36.45036,293.22903,0.062048395,11.0133619,,4.4335104,1.31478236,1.77874
Viking Gas Transmission - Ada,2710700012,2349,47.23926382,-96.5218808,R,486210,2018,TON,45.26197,367.22388,0.073808954,13.8315197,0,5.5742666,1.65171897,2.149472
Viking Gas Transmission - Ada,2710700012,2349,47.2396,-96.524,R,486210,2017,TON,67.49263,537.43756,0.125396072,19.8886333,,8.0028279,2.37409216,3.694072
Viking Gas Transmission - Angus,2711900029,2350,48.08551041,-96.78113982,R,486210,2019,TON,32.01352,258.11899,0.053954919,9.7003076,,3.9059407,1.15814774,1.55308
Viking Gas Transmission - Angus,2711900029,2350,48.08551041,-96.78113982,R,486210,2018,TON,21.83954,171.64917,0.042264037,6.3588132,0,2.5519999,0.75813128,1.19019
Viking Gas Transmission - Angus,2711900029,2350,48.0852,-96.7795,R,486210,2017,TON,59.84744,470.70474,0.119175322,17.2609356,,6.9353365,2.05954124,3.488062
Viking Gas Transmission - Cushing,2715300004,590,46.20956698,-94.70201232,R,486210,2019,TON,4.47715,33.1242,0.0303531,1.252522,,0.4943585,0.1532649,0.231434
Viking Gas Transmission - Cushing,2715300004,590,46.20956698,-94.70201232,R,486210,2018,TON,18.30365,143.2986,0.061621,5.30356,0,2.1249685,0.6381355,1.030619
Viking Gas Transmission - Cushing,2715300004,590,46.2106,-94.7015,R,486210,2017,TON,23.6729,155.211,0.109091,4.81762,,1.8806705,0.5731111,2.571231
Viking Gas Transmission - Frazee,2711100016,592,46.66231399,-95.71252137,R,486210,2019,TON,19.04247,148.86677,0.036563999,5.567171,0.000003813,2.22949055,0.66294655,0.97179
Viking Gas Transmission - Frazee,2711100016,592,46.66231399,-95.71252137,R,486210,2018,TON,13.91454,100.08304,0.037571998,3.5463719,0.000004123,1.4033761,0.4202229,0.98086
Viking Gas Transmission - Frazee,2711100016,592,46.66231399,-95.71252137,R,486210,2017,TON,42.94362,324.63631,0.102363996,11.5701929,0.000001713,4.62469765,1.37728165,2.95053
Viking Gas Transmission - Humboldt,2706900015,598,48.91963196,-97.06141663,R,486210,2019,TON,1.070063,5.57127,0.00367098,0.2176583,,0.003218,0.002359,0.04312
Viking Gas Transmission - Humboldt,2706900015,598,48.91963196,-97.06141663,R,486210,2018,TON,1.2872,7.44104,0.00367904,0.2869277,0,0.0032738,0.0022721,0.05204
Viking Gas Transmission - Humboldt,2706900015,598,48.9184,-97.0606,R,486210,2017,TON,1.09784,5.5816,0.00376059,0.2179945,,0.00338435,0.00244945,0.0436
Viking Gas Transmission - Milaca Station 2217,2709500004,597,45.73833562,-93.66761176,R,486210,2019,TON,24.5451186,197.5365111,0.041414003,4.474824148,,2.992227597,0.887607329,1.17748
Viking Gas Transmission - Milaca Station 2217,2709500004,597,45.73833562,-93.66761176,R,486210,2018,TON,14.1526186,107.2920111,0.031604003,2.942221348,0,1.567054797,0.467180229,0.83708
Viking Gas Transmission - Milaca Station 2217,2709500004,597,45.7375,-93.665,R,486210,2017,TON,39.9978186,305.9245111,0.091247003,7.098928148,,4.395732497,1.307940429,2.655444
Viking Waterbeds Inc,2714500102,373,45.6764,-94.2911,R,337122,2019,TON,0.1118,0.09134,0.00466,3.710169,0.000008947,0.428269,0.355488,0.003612
Viking Waterbeds Inc,2714500102,373,45.6764,-94.2911,R,337122,2018,TON,0.1081,0.08832,0.004506,3.730064,0.000008652,0.425954,0.353573,0.003492
Viking Waterbeds Inc,2714500102,373,45.6764,-94.2911,R,337122,2017,TON,0.09504,0.07762,0.00396,3.729693,0.000007603,0.417713,0.346732,
Village Chevrolet Co,2705300984,380,44.97184041,-93.48415928,D,811111,2018,TON,0,0,0,1.77,0,,,0
Village Chevrolet Co,2705300984,380,44.972,-93.4847,D,811111,2017,TON,,,,1.95,,,,
Viracon Inc,2714700061,2736,44.0888,-93.2505,R,327215,2019,TON,2.7266,4.666,0.018126,33.01246,,1.859106,1.4154291,0.10557
Viracon Inc,2714700061,2736,44.0888,-93.2505,R,327215,2018,TON,3.2096,5.24,0.021576,34.39406,0,75.474573,66.9389791,0.12395
Viracon Inc,2714700061,2736,44.0888,-93.2505,R,327215,2017,TON,2.5786,4.489,0.017066,33.32276,,75.220668,66.8622111,0.09992
Virginia Department of Public Utilities,2713700028,2504,47.5223,-92.5409,R,221121,2019,TON,170.203,160.993,158.64397,5.6208,0.04065918,9.9487998,9.92437081,10.934016
Virginia Department of Public Utilities,2713700028,2504,47.5223,-92.5409,R,221112,2018,TON,215.831,260.282,277.37291,7.632,0.07090792,15.1000019,15.07515625,3.42958
Virginia Department of Public Utilities,2713700028,2504,47.5229,-92.5398,R,221112,2017,TON,334.73,299.09,296.29367,12.6939,0.07397633,22.1010766,22.00999026,39.966779
Vision Woodworking - Fridley,2700300146,2114,45.1111,-93.2733,D,337127,2019,TON,,,,5.761,,2.311,0,
Vision Woodworking - Fridley,2700300146,2114,45.1111,-93.2733,D,337127,2018,TON,0,0,0,5.761,0,2.311,,0
Vision Woodworking - Fridley,2700300146,2114,45.1111,-93.2733,D,337127,2017,TON,,,,5.81,,1.025,,
Vision-Ease LP,2700300199,880,45.2312,-93.4441,R,339115,2018,TON,0.1222,0.1455,0.000873,5.396683,0,0.000773389,0.000642489,0.004656
"Vision-Ease, LP",2700300199,880,45.2312,-93.4441,R,339115,2017,TON,0.1201,0.143,0.000858,9.588545,,0.000768784,0.000640084,0.004576
Vomela Specialty Co,2712300786,232381,44.96226849,-93.04820394,D,323113,2019,TON,,,,0,,0,0,
Vomela Specialty Co,2712300619,1414,44.9428,-93.0792,D,323111,2018,TON,0,0,0,13.93,0,,,0
Vomela Specialty Co,2712300619,1414,44.9428,-93.0792,D,323111,2017,TON,,,,15.95,,,,
Wabash National Corp,2709700025,683,45.9832,-94.3674,R,336212,2019,TON,1.860203,2.23388,0.0131272,35.399136,0.00000025,0.27052764,0.1522991,0.069504
Wabash National Corp,2709700025,683,45.9832,-94.3674,R,336212,2018,TON,1.78752,2.128,0.012768,27.746435,0.000000245,0.1920656,0.0823707,0.068096
Wabash National Corp,2709700025,683,45.9832,-94.3674,R,336212,2017,TON,1.29694,1.544,0.009264,8.9205761,1.875E-07,1.0294428,0.3701834,0.049408
Waconia Manufacturing Inc,2701900042,141112,44.8419,-93.7832,D,332312,2019,TON,,,,3.624,,3.463,2.2471,
Waconia Manufacturing Inc,2701900042,141112,44.8419,-93.7832,D,332312,2018,TON,0,0,0,3.21,0,3.572,2.3371,0
Waconia Manufacturing Inc,2701900042,141112,44.8419,-93.7832,D,332312,2017,TON,,,,4.244,,3.592,2.3541,
Waconia Manufacturing Inc - NYA,2701900069,144382,44.7663,-93.9138,D,332312,2019,TON,0.05916,0.4531,0.01592,5.168722,,2.976299,2.4695553,0.001479
Waconia Manufacturing Inc - NYA,2701900069,144382,44.7663,-93.9138,D,332312,2018,TON,0.0993,0.6046,0.02672,4.876604,0,2.7470148,2.2801676,0.002482
Waconia Manufacturing Inc - NYA,2701900069,144382,44.7663,-93.9138,D,332312,2017,TON,0.03596,0.3655,0.009677,5.677478,,3.343729,2.7740453,0.000899
Wadena Asphalt Inc,2715900003,241,0,0,HM,324121,2019,TON,0.5912,1.028,0.7539,0.3084,0.000007625,2.049,0.376179,
Wadena Asphalt Inc,2715900003,241,0,0,HM,324121,2018,TON,0.8723,1.517,1.112,0.4551,0.00001125,2.619701,0.412501,0
Wadena Asphalt Inc,2715900003,241,0,0,HM,324121,2017,TON,1.148,1.996,1.464,0.5989,0.00001481,3.179,0.398217,
Wal-Mart Generation Facility,2705301171,94730,45.1902,-93.8785,C,221112,2019,TON,0.7794,3.621,0.238,0.2956,,0.2611,0.261124,0.01739
Wal-Mart Generation Facility,2705301171,94730,45.1902,-93.8785,C,221112,2018,TON,0.5863,2.724,0.179,0.2223,0,0.196458,0.196458,0.01308
Wal-Mart Generation Facility,2705301171,94730,45.1902,-93.8785,C,221112,2017,TON,0.9003,4.183,0.2749,0.3414,,0.3016,0.301605,0.02008
Waltek Inc,2700300239,7508,45.23222838,-93.43185953,D,331512,2019,TON,0.88053,1.04771,0.01018821,0.31591,0.000005105,16.3151878,16.2664872,0.03267
Waltek Inc,2700300239,7508,45.23222838,-93.43185953,D,331512,2018,TON,0.98058,1.16405,0.0107946,0.3386,0.000005555,16.4824452,16.4313252,0.03555
Waltek Inc,2700300239,7508,45.2321,-93.4315,D,331512,2017,TON,0.84712,1.00673,0.00890223,0.2689,0.000004843,11.078379,11.0698886,0.03099
Warren Wood Inc,2700900027,4661,45.76151467,-94.22779699,D,322110,2019,TON,,,,,,0,0,
Warren Wood Inc,2700900027,4661,45.76151467,-94.22779699,D,322110,2018,TON,0,0,0,0,0,,,0
Warrior Mfg LLC - Hutchinson,2708500061,128618,44.88672606,-94.35950725,D,332312,2019,TON,0.25,0.29,0.0017,7.9,0,30.91,25.65,
Warrior Mfg LLC - Redwood Falls,2712700050,16034,44.54385185,-95.09188319,D,333111,2017,TON,,,,1.044,,0.004347,0.003607,
Wastequip Manufacturing Co LLC,2703700290,130203,44.7229,-93.0389,D,332313,2019,TON,0.2453,0.292,0.001752,20.59606,0.00000146,0.536518,0.4451556,0.009344
Wastequip Manufacturing Co LLC,2703700290,130203,44.7229,-93.0389,D,332313,2018,TON,0.2303,0.2742,0.001645,23.53508,0.000001371,0.5984256,0.4965789,0.008773
Wastequip Manufacturing Co LLC,2703700290,4598,44.7229,-93.0389,D,332313,2017,TON,0.2016,0.24,0.00144,24.6332,0.0000012,0.447148,0.371032,0.00768
Water Gremlin Co,2712300341,2005,45.0745,-93.0321,R,331523,2019,TON,1.59308,1.91148,0.0126595,56.668841,0.009874599,4.01687609,4.01517387,0.05636012
Water Gremlin Co,2712300341,2005,45.0745,-93.0321,R,331523,2018,TON,1.63185,2.42085,0.0529079,120.300243,0.013687715,5.1422609,5.14066078,0.0552226
Water Gremlin Co,2712300341,2005,45.0745,-93.0321,R,331523,2017,TON,,,,73.1,,,,
Waterous Co Inc,2712300687,960,44.88640976,-93.02446747,R,332911,2019,TON,0.79302,1.0649,0.016517,20.782411,,1.96702755,1.63426235,0.029514
Waterous Co Inc,2712300687,960,44.88640976,-93.02446747,R,332911,2018,TON,0.754011,1.033275,0.017163,22.897221,0,8.48766437,7.04537857,0.0280815
Waterous Co Inc,2712300687,960,44.8936,-93.0285,R,332911,2017,TON,0.76424,0.7932,0.010358,20.013456,,5.70042659,4.73117239,0.022845
Watkins Inc,2716900063,641,44.04992676,-91.62836456,D,311930,2019,TON,0.0617,0.0875,0.000547,0.003913,1.5875E-06,0.002651,0.00184025,0.00296
Watkins Inc,2716900063,641,44.04992676,-91.62836456,D,311930,2018,TON,0.0617,0.0875,0.000547,0.003913,1.5875E-06,0.002651,0.00184025,0.00296
Watkins Inc,2716900063,641,44.0494,-91.6282,D,311930,2017,TON,0.0466,0.0625,0.000386,0.002988,8.875E-07,0.001423,0.00100075,0.00208
Wausau Supply Co,2704900087,91521,44.5366,-92.908,D,444190,2018,TON,0,0,0,0.58,0,,,0
Wausau Supply Co,2704900087,91521,44.5366,-92.908,D,444190,2017,TON,,,,2.35,,,,
WCEC Industrial Services,2700300136,1543,45.09942342,-93.24016877,D,562998,2019,TON,0.05267,0.0627,0.0003762,0.303449,3.135E-07,0.000326,0.00026957,0.002006
WCEC Industrial Services,2700300136,1543,45.09942342,-93.24016877,D,562998,2018,TON,0.05993,0.07135,0.0004281,0.303924,3.568E-07,0.000371,0.00030679,0.002283
WCEC Industrial Services,2700300136,1543,45.09942342,-93.24016877,D,562998,2017,TON,0.2898,0.345,0.00207,0.21898,0.000001725,0.001794,0.0014835,0.01104
WDI Companies,2716300136,8630,45.2694,-93.005,D,321999,2019,TON,,,,6.191,,1.548,1.285,
WDI Companies,2716300136,8630,45.2694,-93.005,D,321999,2018,TON,0,0,0,9.319,0,2.329,1.933,0
WDI Companies,2716300136,8630,45.2694,-93.005,D,321999,2017,TON,,,,9.787,,2.447,2.03,
welia Health,2706500031,2216,45.8748,-93.2912,C,622110,2019,TON,0.08853809,0.41114115,0.066740415,0.033513323,5.978E-10,0.029667,0.029656737,0.001993739
Wells Concrete  Albany,2714500181,124373,45.61642778,-94.55829167,D,327390,2018,TON,1.084,1.291,0.007746,2.57101,0.000006455,8.346905,6.85684357,0.04131
Wells Concrete  Albany,2714500181,124373,45.6165,-94.5567,D,327390,2017,TON,1.084,1.291,0.007746,8.36101,0.000006455,15.139928,12.41591244,0.04131
Wells Concrete Albany,2714500181,124373,45.61642778,-94.55829167,D,327390,2019,TON,0.8774,1.045,0.006267,3.83745,0.000020313,2.363431,0.895411,0.03342
Wells Concrete Products - Prestress,2704300047,1405,43.7479,-93.7204,D,327390,2019,TON,1.294,1.54,0.00924,3.6047,0.000008901,0.556518,0.17731935,0.04928
Wells Concrete Products - Prestress,2704300047,1405,43.7479,-93.7204,D,327390,2018,TON,1.131,1.347,0.008079,0.97406,0.000006733,3.159272,2.45464761,0.04309
Wells Concrete Products - Prestress,2704300047,1405,43.7479,-93.7204,D,327390,2017,TON,1.131,1.347,0.008079,9.97406,0.000006733,1.736272,1.08226751,0.04309
Wells Fargo Home Mortgage,2705300695,4457,44.95243073,-93.27092743,C,522292,2019,TON,1.27075,1.7605,0.143874,0.099718,7.17804E-06,0.033718,0.0315191,0.011108
Wells Fargo Home Mortgage,2705300695,4457,44.95243073,-93.27092743,C,522292,2018,TON,1.24972,1.711776,0.030522,0.10203516,7.05567E-06,0.02907532,0.02778682,0.0084092
Wells Fargo Home Mortgage,2705300695,4457,44.9528,-93.2696,C,522292,2017,TON,1.1333,1.5681,0.028519,0.093997,6.37045E-06,0.027864,0.0267061,0.00769
Wells Fargo Operations Center,2712300740,85402,45.1224,-93.178,D,522110,2019,TON,2.1384,5.3356,0.1090688,0.173456,0.000007408,0.081274,0.076702,0.067924
