name,id,align,eye,hair,sex,alive,x
Topaz (New Earth),NA,Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,"c(88.75, 72.25)"
Abu Ben Hakim (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,"c(93.25, 72.25)"
Lordin (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,Living Characters,"c(93.75, 72.25)"
Peter Corbeau (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,"c(95.25, 72.25)"
Shir Ydrn Talonis (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(103.75, 72.25)"
Snake Girl (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,"c(104.75, 72.25)"
Roger Simmons (New Earth),NA,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,"c(106.75, 72.25)"
Catalyn (New Earth),NA,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,"c(108.75, 72.25)"
Hobgoblin (Imperial Guard) (Earth-616),Secret Identity,NA,Yellow Eyes,No Hair,Male Characters,Deceased Characters,"c(109.25, 72.25)"
Hana (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(109.75, 72.25)"
Brank (Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,Male Characters,Living Characters,"c(111.25, 72.25)"
Juan Elmirez (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(112.75, 72.25)"
Weasel (Warpies) (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Female Characters,Living Characters,"c(113.75, 72.25)"
Carlie Cooper (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,"c(116.25, 72.25)"
Bad Timing (Earth-616),Secret Identity,Bad Characters,Red Eyes,Grey Hair,NA,Living Characters,"c(117.25, 72.25)"
Narcissus (New Earth),Secret Identity,NA,Black Eyes,Black Hair,Male Characters,Living Characters,"c(118.25, 72.25)"
Siberion (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(120.25, 72.25)"
Jemiah (Earth-616),Secret Identity,NA,NA,No Hair,Male Characters,Living Characters,"c(122.25, 72.25)"
Ryan Choi (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(126.25, 72.25)"
Rhodri Llewelyn (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(127.25, 72.25)"
Bannerman Green (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,"c(128.25, 72.25)"
James D'Angelo (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(140.25, 72.25)"
All-Devourer (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(141.25, 72.25)"
Paula Harris (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(142.75, 72.25)"
Axel Bohusk (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,"c(146.75, 72.25)"
Rama Khan (New Earth),Secret Identity,NA,Brown Eyes,Black Hair,Male Characters,Deceased Characters,"c(148.75, 72.25)"
Rizzo (Earth-616),NA,Bad Characters,NA,NA,NA,Living Characters,"c(-123.75, 72.75)"
Gouger (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(-122.75, 72.75)"
Branden (Earth-31),NA,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-121.75, 72.75)"
Norm (LMD) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(-121.25, 72.75)"
Coalface (New Earth),Secret Identity,Good Characters,NA,Red Hair,Male Characters,Living Characters,"c(-116.25, 72.75)"
Richard Tyler (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(-113.25, 72.75)"
Matzu (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-112.25, 72.75)"
Peter Parker (Spider-Skeleton) (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Deceased Characters,"c(-107.75, 72.75)"
Colonel Brusch (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,Deceased Characters,"c(-107.25, 72.75)"
Dick Chalker (Earth-616),Secret Identity,Bad Characters,NA,No Hair,Male Characters,Deceased Characters,"c(-106.25, 72.75)"
Blackie Ross (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-99.25, 72.75)"
Jeff Brown (Earth-616),Public Identity,NA,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(-96.75, 72.75)"
Falseface (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,"c(-95.25, 72.75)"
Answer (Hobgoblin) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-94.75, 72.75)"
Iceman (Lobe) (Earth-616),Secret Identity,NA,NA,Blond Hair,Male Characters,Living Characters,"c(-83.25, 72.75)"
Herman Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,"c(-81.25, 72.75)"
Elektro (Earth-616),Public Identity,NA,Red Eyes,No Hair,Male Characters,Living Characters,"c(-80.75, 72.75)"
Eel (Nazi) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(-77.25, 72.75)"
Conrad Cabel (New Earth),NA,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(-55.75, 72.75)"
Grak (Caveman) (Earth-616),No Dual Identity,NA,NA,Black Hair,Male Characters,Deceased Characters,"c(-54.25, 72.75)"
Eloise Longacre (New Earth),NA,Good Characters,NA,Black Hair,Female Characters,Living Characters,"c(-51.75, 72.75)"
Lobe (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Living Characters,"c(-50.75, 72.75)"
Burstarr (Earth-616),Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,Deceased Characters,"c(-50.25, 72.75)"
Mele (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-49.75, 72.75)"
Christopher Sinclair (Earth-616),NA,Bad Characters,Red Eyes,Blond Hair,Male Characters,Living Characters,"c(-49.25, 72.75)"
Captain Achhimmel (Earth-616),Public Identity,Bad Characters,NA,White Hair,Male Characters,Deceased Characters,"c(-46.25, 72.75)"
Kathana (New Earth),NA,Bad Characters,NA,NA,NA,Living Characters,"c(-45.75, 72.75)"
Michael Lasky (New Earth),Secret Identity,NA,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(-40.75, 72.75)"
Wayne Tarrant (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,"c(-39.75, 72.75)"
Jasper Dolan (New Earth),Public Identity,NA,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,"c(-39.25, 72.75)"
Painkiller (New Earth),NA,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(-36.75, 72.75)"
Sam (Prison Guard) (Earth-616),Public Identity,NA,NA,NA,Male Characters,Living Characters,"c(-36.25, 72.75)"
Goblin (Kid) (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(-35.25, 72.75)"
Spike (Hellbent) (Earth-616),Secret Identity,NA,NA,Green Hair,Male Characters,Living Characters,"c(-32.25, 72.75)"
Red Bailey (New Earth),Public Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,"c(-31.75, 72.75)"
Roc (Earth-616),NA,Bad Characters,NA,Pink Hair,Male Characters,Living Characters,"c(-29.25, 72.75)"
Bizarro Lex Luthor (New Earth),Secret Identity,Bad Characters,Black Eyes,NA,Male Characters,Living Characters,"c(-28.25, 72.75)"
Grottu (Earth-616),NA,Bad Characters,Black Eyes,Bald,Male Characters,Living Characters,"c(-26.75, 72.75)"
Santa Claus (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters,"c(-24.25, 72.75)"
Indigo (New Earth),Secret Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(54.75, 72.75)"
Benjamin Franklin (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,"c(55.25, 72.75)"
Klaus Krueger (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(79.25, 72.75)"
Wild Huntsman III (New Earth),Secret Identity,Bad Characters,NA,White Hair,Male Characters,Living Characters,"c(81.75, 72.75)"
Shep Gunderson (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(83.75, 72.75)"
William Henry Harrison (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,Living Characters,"c(86.75, 72.75)"
Yrdisis (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Female Characters,Living Characters,"c(88.25, 72.75)"
Alina (New Earth),Public Identity,NA,NA,NA,Female Characters,Living Characters,"c(88.75, 72.75)"
Lionel Hawkins (New Earth),Secret Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,"c(90.25, 72.75)"
Harold Shapiro (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,"c(91.25, 72.75)"
Violet Pinkerton (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(93.75, 72.75)"
Ferdinand Jones (Earth-616),Public Identity,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(94.75, 72.75)"
Rick Shea (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(95.75, 72.75)"
Diane Meade (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(98.25, 72.75)"
Rick Stoner (Earth-616),NA,Good Characters,NA,NA,Male Characters,Deceased Characters,"c(98.75, 72.75)"
Southside (Earth-616),NA,Bad Characters,NA,NA,NA,Living Characters,"c(99.25, 72.75)"
Marco Delgado (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Deceased Characters,"c(100.75, 72.75)"
Manacle (Deathbird) (Earth-616),NA,Bad Characters,NA,NA,NA,Living Characters,"c(101.75, 72.75)"
Jobeth Tucker (Earth-616),Public Identity,Good Characters,NA,Blond Hair,Female Characters,Living Characters,"c(102.75, 72.75)"
Chase Stein (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(103.75, 72.75)"
Bygvir (Earth-616),NA,NA,NA,NA,Female Characters,Living Characters,"c(105.75, 72.75)"
April O'Rourke (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Living Characters,"c(106.25, 72.75)"
Zagana (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(107.25, 72.75)"
Mad Harriet (New Earth),Secret Identity,Bad Characters,Black Eyes,Green Hair,Female Characters,Deceased Characters,"c(107.75, 72.75)"
Josef Stalin (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(110.25, 72.75)"
Sylk (Earth-616),Public Identity,NA,NA,Red Hair,Female Characters,Living Characters,"c(112.75, 72.75)"
David Anthony Rice (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(115.25, 72.75)"
Mroht (Earth-616),Secret Identity,Good Characters,NA,No Hair,Male Characters,Living Characters,"c(117.75, 72.75)"
Commuter (Ron) (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(118.75, 72.75)"
Ozel (Earth-616),No Dual Identity,NA,Green Eyes,Green Hair,Female Characters,Living Characters,"c(119.25, 72.75)"
Tobias (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(119.75, 72.75)"
Belle Raven (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Female Characters,Living Characters,"c(122.25, 72.75)"
Lyssa Drak (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,Living Characters,"c(124.25, 72.75)"
Damiella (Earth-616),Secret Identity,Good Characters,NA,Pink Hair,Male Characters,Living Characters,"c(125.25, 72.75)"
Marlon Corbet (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(126.25, 72.75)"
Yvette DuBois (New Earth),Public Identity,Good Characters,NA,Black Hair,Female Characters,Living Characters,"c(127.25, 72.75)"
James Madrox (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(128.25, 72.75)"
Ellie Phimister (Earth-616),Secret Identity,NA,Black Eyes,Black Hair,Female Characters,Deceased Characters,"c(141.25, 72.75)"
Jon Kasiya (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,"c(-124.25, 73.25)"
Jan Haasan (New Earth),Public Identity,Good Characters,NA,Blond Hair,Male Characters,Living Characters,"c(-121.75, 73.25)"
William Walker (New Earth),Secret Identity,NA,Black Eyes,Black Hair,Male Characters,Deceased Characters,"c(-120.25, 73.25)"
Jonin (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-119.25, 73.25)"
Kasha (Earth-616),Secret Identity,Bad Characters,Black Eyes,Red Hair,Female Characters,Living Characters,"c(-118.25, 73.25)"
DJ Molecule (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-115.25, 73.25)"
Sergei Kravinoff (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,"c(-107.75, 73.25)"
Faruka (New Earth),NA,Good Characters,NA,Brown Hair,Female Characters,Living Characters,"c(-105.75, 73.25)"
Grant Houston (Earth-616),NA,NA,NA,Black Hair,Male Characters,Living Characters,"c(-104.75, 73.25)"
Hydra (Olympian Beast) (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Living Characters,"c(-98.75, 73.25)"
Gnowee (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Female Characters,Living Characters,"c(-94.75, 73.25)"
Nina Dowd (New Earth),Public Identity,Bad Characters,Green Eyes,NA,Female Characters,Living Characters,"c(-86.75, 73.25)"
Faye Livingstone (Earth-616),NA,NA,Brown Eyes,Black Hair,Female Characters,Deceased Characters,"c(-79.25, 73.25)"
Leonus (Earth-616),Secret Identity,NA,NA,Yellow Hair,Male Characters,Living Characters,"c(-54.75, 73.25)"
Polyphemus (Earth-616),Public Identity,Bad Characters,One Eye,Bald,Male Characters,Living Characters,"c(-52.75, 73.25)"
Emily Washburn (New Earth),Public Identity,NA,NA,Blond Hair,Female Characters,Living Characters,"c(-52.25, 73.25)"
Hook Creech & Frank Jepson (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,"c(-51.25, 73.25)"
Roco-Bai (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(-49.75, 73.25)"
Acidroid (Earth-616),Secret Identity,Bad Characters,NA,No Hair,Male Characters,Deceased Characters,"c(-43.75, 73.25)"
Lotus (Pride) (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,Living Characters,"c(-41.25, 73.25)"
Jonathan Murdock (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,"c(-39.75, 73.25)"
Jonathan Storm (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(-38.25, 73.25)"
Coopersmith (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-36.25, 73.25)"
Rita Worth (Earth-616),Public Identity,NA,NA,Blond Hair,Female Characters,Deceased Characters,"c(-35.75, 73.25)"
Harry Moron (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(-34.25, 73.25)"
Joseph Richani (New Earth),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-33.75, 73.25)"
Jacob Grimm (Earth-616),NA,Good Characters,NA,Blond Hair,Male Characters,Living Characters,"c(-31.75, 73.25)"
Varney (Mortimer) (Earth-616),Public Identity,NA,Variable Eyes,Brown Hair,Male Characters,Living Characters,"c(-31.25, 73.25)"
Aztar (New Earth),Secret Identity,NA,White Eyes,NA,Male Characters,Living Characters,"c(-29.75, 73.25)"
Zygo (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,Living Characters,"c(-28.75, 73.25)"
Julie Jackam (New Earth),NA,Good Characters,NA,NA,Female Characters,Living Characters,"c(-27.25, 73.25)"
Corinne Walton (Earth-616),Secret Identity,NA,NA,Black Hair,Female Characters,Living Characters,"c(-25.25, 73.25)"
Michael Tucker (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(-24.75, 73.25)"
General Combest (Earth-616),Public Identity,NA,NA,Brown Hair,Male Characters,Deceased Characters,"c(54.75, 73.25)"
Stratos (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(55.75, 73.25)"
Selby (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(70.25, 73.25)"
Jamm (New Earth),NA,NA,NA,NA,Male Characters,Living Characters,"c(71.25, 73.25)"
Monstrom (Earth-616),Secret Identity,NA,One Eye,NA,Male Characters,Living Characters,"c(81.25, 73.25)"
Alflyse (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Female Characters,Deceased Characters,"c(83.25, 73.25)"
Willis Gottfried (Earth-616),NA,NA,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(84.75, 73.25)"
Charles Weiderman (Earth-616),No Dual Identity,NA,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(93.25, 73.25)"
Ernie Mills (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,Living Characters,"c(94.75, 73.25)"
Boodikka (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Deceased Characters,"c(97.25, 73.25)"
Pinky Butler (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(98.25, 73.25)"
John Zander (Earth-616),Public Identity,NA,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,"c(99.25, 73.25)"
Tar-Vash (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(100.75, 73.25)"
Roger Gocking (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(102.25, 73.25)"
Yo-Yo (New Earth),Secret Identity,Bad Characters,NA,Blond Hair,Female Characters,Living Characters,"c(112.75, 73.25)"
Eglantina Punnett (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(113.25, 73.25)"
Emmie Stevens (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,"c(113.75, 73.25)"
Cairn (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,Living Characters,"c(115.25, 73.25)"
Atra (Earth-616),NA,Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,"c(116.25, 73.25)"
Yoshida Asano (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(118.25, 73.25)"
Luciane d'Hiver (Earth-616),NA,Bad Characters,NA,Blond Hair,Female Characters,Living Characters,"c(126.25, 73.25)"
Wing Po (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(126.75, 73.25)"
Bart Rozum (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,Living Characters,"c(127.75, 73.25)"
M'Dahna (New Earth),Secret Identity,Good Characters,Brown Eyes,NA,NA,Living Characters,"c(128.25, 73.25)"
Major Samson (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(142.75, 73.25)"
Vera Vidal (Earth-616),Secret Identity,NA,Green Eyes,White Hair,Female Characters,Living Characters,"c(-123.75, 73.75)"
Daniel Kingdom (New Earth),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(-121.75, 73.75)"
Russell (FBI Agent) (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,"c(-119.25, 73.75)"
Legion (Possessors) (Earth-616),Secret Identity,Bad Characters,NA,NA,NA,Living Characters,"c(-118.75, 73.75)"
Violet (New Earth),Secret Identity,NA,NA,Red Hair,Female Characters,Living Characters,"c(-116.25, 73.75)"
Neptunus (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(-93.25, 73.75)"
Asha Del-Nar (New Earth),NA,NA,NA,Blond Hair,Female Characters,Living Characters,"c(-92.75, 73.75)"
Dirk Leydon (Earth-616),NA,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(-91.75, 73.75)"
James Barr (New Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters,"c(-90.75, 73.75)"
Sharon Parker (New Earth),Secret Identity,Good Characters,NA,NA,Female Characters,Deceased Characters,"c(-87.25, 73.75)"
Valerie Andrist (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,"c(-56.25, 73.75)"
Jeannie Martin (Earth-616),Public Identity,NA,NA,NA,Female Characters,Deceased Characters,"c(-54.25, 73.75)"
Ares (Earth-616),Secret Identity,NA,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,"c(-51.75, 73.75)"
Jack Chain (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,"c(-47.75, 73.75)"
Nina Mazursky (New Earth),Secret Identity,Good Characters,White Eyes,NA,Female Characters,Living Characters,"c(-44.75, 73.75)"
Willis Todd (New Earth),NA,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-44.25, 73.75)"
Leonard Fiasco (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-42.75, 73.75)"
Mercury (Roman God) (New Earth),Public Identity,Good Characters,NA,Blond Hair,Male Characters,Living Characters,"c(-39.75, 73.75)"
Count von Blitzkrieg (Earth-616),Public Identity,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(-35.75, 73.75)"
Psycho-Man (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,NA,Male Characters,Living Characters,"c(-34.75, 73.75)"
Ludwig von Frankenstein (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(-34.25, 73.75)"
Lo Chien (Earth-616),Secret Identity,NA,NA,Bald,Male Characters,Living Characters,"c(-31.75, 73.75)"
Devon Ballantine (Earth-616),NA,Good Characters,NA,Red Hair,Male Characters,Living Characters,"c(-31.25, 73.75)"
Albert Jones (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(-28.75, 73.75)"
Mario Falcone (New Earth),Public Identity,NA,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,"c(-21.25, 73.75)"
St. Johnny (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,Deceased Characters,"c(-20.75, 73.75)"
Kentor Omoto (New Earth),Public Identity,Good Characters,NA,Purple Hair,Male Characters,Deceased Characters,"c(57.25, 73.75)"
Karen Lee (Ross) (Earth-616),No Dual Identity,NA,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,"c(88.25, 73.75)"
Dieter Steinhauer (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(90.75, 73.75)"
Mister Meteor (New Earth),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(94.25, 73.75)"
John Dolan (Earth-616),Public Identity,NA,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(99.25, 73.75)"
Comet (New Earth),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(100.25, 73.75)"
Francis Smith (Earth-616),Public Identity,NA,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(101.75, 73.75)"
Amanda Saint (Earth-616),No Dual Identity,Good Characters,NA,NA,Female Characters,Living Characters,"c(104.25, 73.75)"
Gregori Eilovitch Rasputin (New Earth),NA,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(104.75, 73.75)"
Vincent Falcone (New Earth),Public Identity,Bad Characters,NA,Grey Hair,Male Characters,Living Characters,"c(105.75, 73.75)"
Hoodwink (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Living Characters,"c(110.25, 73.75)"
Breathtaker I (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(113.25, 73.75)"
Freddy Sykes (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(124.25, 73.75)"
Marla Elliot (New Earth),Public Identity,NA,NA,Red Hair,Female Characters,Living Characters,"c(141.25, 73.75)"
Mister Gentry (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(141.75, 73.75)"
Geech (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-122.75, 74.25)"
Weisbogg (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-122.25, 74.25)"
Beru Addison (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Female Characters,Living Characters,"c(-54.25, 74.25)"
Scareware (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-53.25, 74.25)"
Elijah Jackson (Earth-616),Public Identity,Good Characters,Black Eyes,White Hair,Male Characters,Living Characters,"c(-51.75, 74.25)"
Lian Goh (Earth-616),Secret Identity,NA,White Eyes,Blond Hair,Female Characters,Living Characters,"c(-51.25, 74.25)"
Julia of Daxam (New Earth),NA,Good Characters,NA,Red Hair,Female Characters,Living Characters,"c(-50.25, 74.25)"
Colin Mitchell (New Earth),Public Identity,Good Characters,NA,Red Hair,Male Characters,Living Characters,"c(-48.75, 74.25)"
Phillip le Guin (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-48.25, 74.25)"
Harry Givens (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(-47.75, 74.25)"
Carlton Drake (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-41.75, 74.25)"
Pisces (Ecliptic) (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Female Characters,Living Characters,"c(-40.75, 74.25)"
Valinor (Earth-616),Public Identity,NA,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(-40.25, 74.25)"
Kurr'fri (Earth-616),Public Identity,NA,NA,NA,Male Characters,Living Characters,"c(-39.75, 74.25)"
Barker (Dog) (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(-37.75, 74.25)"
Az-Rel (New Earth),NA,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-37.25, 74.25)"
Jonathan Rickman (Earth-616),Public Identity,NA,Black Eyes,No Hair,Male Characters,Deceased Characters,"c(-31.75, 74.25)"
Loma (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,"c(-29.75, 74.25)"
N'Astirh (Earth-616),Secret Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,Living Characters,"c(-29.25, 74.25)"
Walter Macken (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(-27.25, 74.25)"
Manticore II (New Earth),NA,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(-26.75, 74.25)"
Demon (Witch Doctor) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-21.25, 74.25)"
